ANO,NORDEM,NUTS2,C10001,C20001,C21001,C21011,C21021,C21031,C21041,C21061,C21071,C21081,C21091,C21101,C21111,C21121,C21131,C21141,C21151,C21161,C21171,C21181,C21191,C21201,C21211,C21221,C21231,C21241,C21251,C21261,C21271,C21281,C21291,C21301,C21311,C21321,C21331,C21341,C21351,C21361,C21371,C21381,C21391,C21401,C21411,C21421,C21431,C21441,C22001,C23001,C24001,C30001,C31001,C31011,C31021,C31031,C31041,C31051,C31061,C31071,C32001,t_cirurgia
2012.0,182.0,17,1880.0,311.0,214.0,4.0,21.0,0.0,11.0,0.0,22.0,0.0,1.0,3.0,4.0,6.0,4.0,4.0,7.0,0.0,16.0,2.0,5.0,3.0,0.0,0.0,4.0,0.0,20.0,0.0,9.0,0.0,6.0,0.0,8.0,4.0,0.0,3.0,6.0,13.0,5.0,9.0,1.0,8.0,0.0,0.0,4.0,0.0,12.0,53.0,32.0,613.0,65.0,10.0,27.0,8.0,8.0,1.0,5.0,6.0,548.0,yes
2012.0,108.0,17,272.0,29.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,77.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,74.0,yes
2012.0,16.0,17,1723.0,312.0,202.0,0.0,19.0,2.0,8.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,6.0,0.0,4.0,0.0,0.0,2.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,19.0,26.0,0.0,18.0,4.0,8.0,0.0,0.0,0.0,0.0,1.0,82.0,27.0,558.0,82.0,16.0,39.0,3.0,6.0,1.0,12.0,5.0,476.0,yes
2012.0,28.0,17,1425.0,344.0,222.0,2.0,31.0,3.0,4.0,0.0,15.0,0.0,0.0,15.0,2.0,8.0,7.0,5.0,6.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,0.0,21.0,0.0,0.0,11.0,12.0,6.0,16.0,0.0,0.0,13.0,8.0,0.0,9.0,0.0,0.0,5.0,0.0,7.0,6.0,0.0,0.0,100.0,22.0,417.0,30.0,1.0,0.0,12.0,0.0,0.0,15.0,2.0,387.0,yes
2012.0,90.0,17,728.0,116.0,85.0,1.0,10.0,0.0,21.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,26.0,5.0,298.0,27.0,7.0,0.0,9.0,2.0,0.0,8.0,1.0,271.0,yes
2012.0,45.0,11,1401.0,312.0,193.0,0.0,20.0,3.0,10.0,0.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,6.0,0.0,19.0,0.0,3.0,3.0,0.0,0.0,4.0,1.0,20.0,0.0,0.0,0.0,5.0,0.0,2.0,3.0,16.0,8.0,6.0,26.0,4.0,4.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,75.0,44.0,512.0,60.0,7.0,15.0,13.0,6.0,0.0,19.0,0.0,452.0,no
2012.0,95.0,11,177.0,12.0,12.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,6.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,62.0,no
2012.0,223.0,18,1454.0,273.0,154.0,3.0,11.0,0.0,10.0,0.0,12.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,4.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,23.0,0.0,5.0,0.0,0.0,1.0,9.0,3.0,6.0,4.0,5.0,21.0,4.0,4.0,1.0,7.0,0.0,0.0,3.0,0.0,3.0,97.0,19.0,483.0,72.0,12.0,18.0,13.0,14.0,2.0,12.0,1.0,411.0,no
2012.0,170.0,11,459.0,79.0,58.0,0.0,6.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,3.0,1.0,5.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,16.0,5.0,0.0,153.0,35.0,3.0,1.0,7.0,9.0,0.0,0.0,15.0,118.0,no
2012.0,83.0,11,808.0,243.0,150.0,0.0,11.0,0.0,6.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,23.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,11.0,1.0,3.0,32.0,1.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,44.0,15.0,34.0,246.0,57.0,13.0,19.0,11.0,2.0,0.0,0.0,12.0,189.0,no
2012.0,224.0,18,800.0,87.0,46.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,38.0,3.0,271.0,36.0,4.0,10.0,3.0,10.0,6.0,3.0,0.0,235.0,yes
2012.0,190.0,18,384.0,35.0,30.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,124.0,14.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,110.0,yes
2012.0,198.0,11,1515.0,307.0,182.0,1.0,19.0,0.0,13.0,0.0,18.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,4.0,1.0,8.0,3.0,0.0,3.0,0.0,2.0,3.0,0.0,22.0,0.0,4.0,0.0,6.0,0.0,5.0,7.0,10.0,5.0,4.0,15.0,7.0,4.0,1.0,3.0,3.0,1.0,4.0,0.0,24.0,85.0,16.0,545.0,85.0,11.0,27.0,19.0,12.0,6.0,9.0,1.0,460.0,yes
2012.0,139.0,11,85.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,20.0,yes
2012.0,21.0,11,263.0,34.0,18.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,6.0,92.0,26.0,2.0,5.0,10.0,2.0,1.0,6.0,0.0,66.0,no
2012.0,152.0,11,581.0,84.0,49.0,1.0,3.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,2.0,1.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,13.0,11.0,204.0,25.0,5.0,3.0,8.0,1.0,2.0,6.0,0.0,179.0,yes
2012.0,99.0,11,1431.0,291.0,181.0,0.0,25.0,3.0,8.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,17.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,5.0,29.0,4.0,10.0,3.0,1.0,0.0,0.0,4.0,0.0,8.0,63.0,39.0,463.0,56.0,2.0,22.0,24.0,4.0,1.0,2.0,1.0,407.0,yes
2012.0,40.0,11,213.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,77.0,no
2012.0,74.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes
2012.0,171.0,11,418.0,90.0,67.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,186.0,75.0,0.0,50.0,3.0,19.0,3.0,0.0,0.0,111.0,yes
2012.0,15.0,11,116.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,32.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,28.0,no
2012.0,11.0,17,710.0,98.0,62.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,181.0,20.0,0.0,0.0,0.0,17.0,1.0,1.0,1.0,161.0,no
2012.0,19.0,17,941.0,197.0,150.0,1.0,15.0,0.0,3.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,23.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,21.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,8.0,3.0,1.0,20.0,4.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,23.0,20.0,4.0,329.0,43.0,4.0,20.0,5.0,2.0,0.0,12.0,0.0,286.0,no
2012.0,39.0,17,5325.0,1161.0,719.0,13.0,51.0,6.0,31.0,13.0,40.0,0.0,7.0,9.0,13.0,18.0,12.0,14.0,16.0,3.0,33.0,13.0,12.0,13.0,0.0,4.0,10.0,0.0,76.0,0.0,17.0,14.0,20.0,8.0,25.0,3.0,13.0,9.0,31.0,58.0,28.0,31.0,2.0,18.0,5.0,16.0,13.0,0.0,9.0,332.0,101.0,1515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1515.0,no
2012.0,9.0,17,1147.0,174.0,135.0,4.0,8.0,5.0,12.0,6.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,39.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,38.0,0.0,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,no
2012.0,178.0,11,432.0,59.0,49.0,0.0,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,160.0,30.0,4.0,14.0,7.0,1.0,2.0,2.0,0.0,130.0,yes
2012.0,215.0,11,154.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,52.0,9.0,0.0,1.0,2.0,1.0,0.0,5.0,0.0,43.0,yes
2012.0,191.0,16,158.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,13.0,0.0,2.0,5.0,0.0,2.0,4.0,0.0,50.0,no
2012.0,172.0,18,75.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,22.0,
2012.0,176.0,11,1627.0,336.0,191.0,3.0,25.0,0.0,5.0,0.0,21.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,3.0,0.0,18.0,0.0,0.0,2.0,0.0,1.0,3.0,6.0,28.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,10.0,6.0,1.0,19.0,5.0,8.0,1.0,1.0,0.0,0.0,6.0,0.0,20.0,92.0,33.0,524.0,75.0,8.0,19.0,20.0,7.0,3.0,16.0,2.0,449.0,
2012.0,43.0,11,248.0,40.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,7.0,4.0,83.0,10.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,73.0,
2012.0,104.0,16,645.0,98.0,61.0,0.0,7.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,1.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,23.0,221.0,32.0,8.0,11.0,6.0,1.0,1.0,4.0,1.0,189.0,
2012.0,103.0,16,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012.0,49.0,16,121.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,52.0,5.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,47.0,
2012.0,183.0,16,104.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,33.0,
2012.0,150.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012.0,112.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012.0,29.0,17,139.0,49.0,39.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,
2012.0,3.0,17,96.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,29.0,9.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,20.0,
2012.0,67.0,17,191.0,42.0,42.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,2.0,8.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,32.0,5.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,27.0,
2012.0,44.0,11,66.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,10.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,
2012.0,85.0,11,491.0,132.0,76.0,0.0,4.0,1.0,3.0,0.0,4.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,8.0,0.0,2.0,1.0,5.0,0.0,1.0,2.0,2.0,0.0,6.0,2.0,6.0,3.0,2.0,0.0,1.0,3.0,0.0,3.0,0.0,1.0,3.0,0.0,56.0,0.0,0.0,99.0,6.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,93.0,
2012.0,168.0,16,59.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
